time,open,high,low,close,tick_volume,spread,real_volume,range,body,upper_wick,lower_wick
2026-01-26 04:15:00,1.36772,1.36772,1.36724,1.36731,315,4,0,0.00048000000000003595,0.00041000000000002146,0.0,7.00000000000145e-05
2026-01-26 04:20:00,1.36737,1.36743,1.36685,1.3673199999999999,273,4,0,0.0005800000000000249,5.0000000000105516e-05,5.999999999994898e-05,0.00046999999999997044
2026-01-26 04:25:00,1.3673199999999999,1.36788,1.3673199999999999,1.36765,255,4,0,0.000560000000000116,0.0003300000000001635,0.00022999999999995246,0.0
2026-01-26 04:30:00,1.36768,1.36794,1.36752,1.36761,242,4,0,0.0004199999999998649,7.00000000000145e-05,0.00025999999999992696,8.999999999992347e-05
2026-01-26 04:35:00,1.3676,1.36789,1.36753,1.3677000000000001,182,4,0,0.000360000000000138,0.00010000000000021103,0.00018999999999991246,7.00000000000145e-05
2026-01-26 04:40:00,1.36769,1.36795,1.36748,1.36768,141,4,0,0.00046999999999997044,1.0000000000065512e-05,0.00025999999999992696,0.00019999999999997797
2026-01-26 04:45:00,1.36767,1.36767,1.36721,1.36733,154,4,0,0.00045999999999990493,0.00034000000000000696,0.0,0.00011999999999989797
2026-01-26 04:50:00,1.36738,1.36748,1.3668,1.36684,186,4,0,0.0006800000000000139,0.0005399999999999849,9.999999999998899e-05,4.0000000000040004e-05
2026-01-26 04:55:00,1.36684,1.36696,1.36674,1.3669,168,4,0,0.00021999999999988695,5.999999999994898e-05,5.999999999994898e-05,9.999999999998899e-05
2026-01-26 05:00:00,1.36695,1.36695,1.36655,1.36672,239,4,0,0.000400000000000178,0.0002300000000001745,0.0,0.00017000000000000348
2026-01-26 05:05:00,1.3667500000000001,1.3667500000000001,1.3664399999999999,1.36652,149,4,0,0.0003100000000002545,0.0002300000000001745,0.0,8.000000000008001e-05
2026-01-26 05:10:00,1.36652,1.36664,1.36621,1.36634,139,4,0,0.0004300000000001525,0.00017999999999984695,0.00012000000000012001,0.00013000000000018552
2026-01-26 05:15:00,1.36631,1.36635,1.3657599999999999,1.3657599999999999,187,4,0,0.0005900000000000905,0.0005500000000000504,4.0000000000040004e-05,0.0
2026-01-26 05:20:00,1.36574,1.36594,1.36544,1.36579,179,4,0,0.0004999999999999449,5.0000000000105516e-05,0.00014999999999987246,0.00029999999999996696
2026-01-26 05:25:00,1.36579,1.36609,1.36562,1.3660700000000001,149,4,0,0.00046999999999997044,0.000280000000000058,1.999999999990898e-05,0.00017000000000000348
2026-01-26 05:30:00,1.36599,1.36618,1.36588,1.36608,120,4,0,0.00029999999999996696,8.999999999992347e-05,9.999999999998899e-05,0.0001100000000000545
2026-01-26 05:35:00,1.36608,1.36633,1.36593,1.36613,144,4,0,0.00039999999999995595,5.0000000000105516e-05,0.00019999999999997797,0.00014999999999987246
2026-01-26 05:40:00,1.36612,1.36632,1.36605,1.36632,129,4,0,0.00026999999999999247,0.00019999999999997797,0.0,7.00000000000145e-05
2026-01-26 05:45:00,1.36632,1.36657,1.36593,1.36601,156,4,0,0.0006399999999999739,0.00031000000000003247,0.0002500000000000835,7.999999999985796e-05
2026-01-26 05:50:00,1.366,1.36613,1.36579,1.36582,144,4,0,0.00034000000000000696,0.000180000000000069,0.00012999999999996348,2.999999999997449e-05
2026-01-26 05:55:00,1.36582,1.36602,1.36578,1.36598,96,4,0,0.00024000000000001798,0.00015999999999993797,4.0000000000040004e-05,4.0000000000040004e-05
2026-01-26 06:00:00,1.36598,1.36598,1.3654899999999999,1.36587,142,4,0,0.0004900000000001015,0.0001100000000000545,0.0,0.00038000000000004697
2026-01-26 06:05:00,1.36587,1.36603,1.36529,1.36603,176,4,0,0.000740000000000185,0.00016000000000016001,0.0,0.0005800000000000249
2026-01-26 06:10:00,1.366,1.3666,1.36598,1.3666,156,4,0,0.0006200000000000649,0.0005999999999999339,0.0,2.0000000000131024e-05
2026-01-26 06:15:00,1.36652,1.3667500000000001,1.36629,1.36652,182,4,0,0.000460000000000127,0.0,0.0002300000000001745,0.00022999999999995246
2026-01-26 06:20:00,1.36647,1.36647,1.36602,1.36612,132,4,0,0.00045000000000006146,0.0003500000000000725,0.0,9.999999999998899e-05
2026-01-26 06:25:00,1.36612,1.36615,1.36565,1.3658000000000001,116,4,0,0.0004999999999999449,0.00031999999999987594,2.999999999997449e-05,0.0001500000000000945
2026-01-26 06:30:00,1.36581,1.36599,1.36577,1.36577,110,4,0,0.000220000000000109,4.0000000000040004e-05,0.000180000000000069,0.0
2026-01-26 06:35:00,1.36578,1.36589,1.36539,1.36557,105,4,0,0.0004999999999999449,0.00021000000000004349,0.0001100000000000545,0.00017999999999984695
2026-01-26 06:40:00,1.36557,1.36626,1.36548,1.36623,97,4,0,0.0007800000000000029,0.000660000000000105,2.999999999997449e-05,8.999999999992347e-05
2026-01-26 06:45:00,1.36621,1.3667,1.36612,1.36651,149,4,0,0.0005800000000000249,0.00029999999999996696,0.0001900000000001345,8.999999999992347e-05
2026-01-26 06:50:00,1.36655,1.36655,1.36599,1.36612,165,4,0,0.0005599999999998939,0.00042999999999993044,0.0,0.00012999999999996348
2026-01-26 06:55:00,1.36609,1.3661699999999999,1.3659,1.36594,199,4,0,0.00026999999999999247,0.0001500000000000945,7.999999999985796e-05,4.0000000000040004e-05
2026-01-26 07:00:00,1.36593,1.36631,1.36593,1.36611,180,4,0,0.0003799999999998249,0.00017999999999984695,0.00019999999999997797,0.0
2026-01-26 07:05:00,1.3660999999999999,1.36615,1.36582,1.36597,122,4,0,0.00032999999999994145,0.00012999999999996348,5.0000000000105516e-05,0.00014999999999987246
2026-01-26 07:10:00,1.36595,1.3662,1.36595,1.36608,116,4,0,0.0002500000000000835,0.00012999999999996348,0.00012000000000012001,0.0
2026-01-26 07:15:00,1.36609,1.3661400000000001,1.3659,1.36602,103,4,0,0.00024000000000024002,7.00000000000145e-05,5.0000000000105516e-05,0.00012000000000012001
2026-01-26 07:20:00,1.36601,1.36647,1.36591,1.36632,133,4,0,0.000560000000000116,0.00031000000000003247,0.0001500000000000945,9.999999999998899e-05
2026-01-26 07:25:00,1.36633,1.36691,1.3663,1.36664,174,4,0,0.0006099999999999994,0.00031000000000003247,0.00026999999999999247,2.999999999997449e-05
2026-01-26 07:30:00,1.36664,1.36669,1.36629,1.36645,189,4,0,0.00039999999999995595,0.0001900000000001345,4.999999999988347e-05,0.00015999999999993797
2026-01-26 07:35:00,1.36645,1.36657,1.36628,1.36648,117,4,0,0.0002900000000001235,2.999999999997449e-05,9.000000000014552e-05,0.00017000000000000348
2026-01-26 07:40:00,1.36649,1.36657,1.36621,1.36645,172,4,0,0.000360000000000138,4.0000000000040004e-05,8.000000000008001e-05,0.00024000000000001798
2026-01-26 07:45:00,1.36645,1.36657,1.36633,1.36639,103,4,0,0.00024000000000001798,5.999999999994898e-05,0.00012000000000012001,5.999999999994898e-05
2026-01-26 07:50:00,1.3664100000000001,1.36676,1.36633,1.36651,148,4,0,0.00042999999999993044,9.999999999976694e-05,0.0002500000000000835,8.000000000008001e-05
2026-01-26 07:55:00,1.36653,1.36691,1.36651,1.36665,167,4,0,0.000400000000000178,0.00011999999999989797,0.000260000000000149,2.0000000000131024e-05
2026-01-26 08:00:00,1.36665,1.36679,1.36639,1.3667,193,4,0,0.00039999999999995595,5.0000000000105516e-05,8.999999999992347e-05,0.00025999999999992696
2026-01-26 08:05:00,1.3667099999999999,1.36682,1.36604,1.36616,242,4,0,0.0007800000000000029,0.0005499999999998284,0.0001100000000000545,0.00012000000000012001
2026-01-26 08:10:00,1.3661699999999999,1.36629,1.36579,1.36596,244,4,0,0.0004999999999999449,0.00020999999999982144,0.00012000000000012001,0.00017000000000000348
2026-01-26 08:15:00,1.36597,1.36625,1.3657,1.36618,183,4,0,0.0005500000000000504,0.00021000000000004349,7.00000000000145e-05,0.00026999999999999247
2026-01-26 08:20:00,1.36619,1.36634,1.36604,1.3660999999999999,111,4,0,0.000300000000000189,9.000000000014552e-05,0.0001500000000000945,5.999999999994898e-05
2026-01-26 08:25:00,1.3660999999999999,1.36657,1.36608,1.36631,171,4,0,0.0004900000000001015,0.00021000000000004349,0.000260000000000149,1.999999999990898e-05
2026-01-26 08:30:00,1.36631,1.36657,1.36599,1.3660700000000001,220,3,0,0.0005800000000000249,0.00023999999999979593,0.000260000000000149,8.000000000008001e-05
2026-01-26 08:35:00,1.3660700000000001,1.3667500000000001,1.36604,1.36663,175,3,0,0.0007100000000002105,0.0005599999999998939,0.00012000000000012001,3.0000000000196536e-05
2026-01-26 08:40:00,1.36662,1.3666800000000001,1.36624,1.36653,197,3,0,0.000440000000000218,8.999999999992347e-05,6.000000000017103e-05,0.0002900000000001235
2026-01-26 08:45:00,1.36653,1.3667500000000001,1.36623,1.36649,194,3,0,0.000520000000000076,4.0000000000040004e-05,0.000220000000000109,0.00025999999999992696
2026-01-26 08:50:00,1.3665,1.36669,1.36627,1.36635,184,3,0,0.0004199999999998649,0.0001500000000000945,0.00018999999999991246,7.999999999985796e-05
2026-01-26 08:55:00,1.36635,1.36642,1.3655599999999999,1.36566,192,3,0,0.0008600000000000829,0.0006899999999998574,7.00000000000145e-05,0.00010000000000021103
2026-01-26 09:00:00,1.36567,1.36635,1.36561,1.36626,342,3,0,0.0007399999999999629,0.0005900000000000905,8.999999999992347e-05,5.999999999994898e-05
2026-01-26 09:05:00,1.36627,1.3667,1.3660999999999999,1.36665,291,3,0,0.000600000000000156,0.0003799999999998249,5.0000000000105516e-05,0.00017000000000022553
2026-01-26 09:10:00,1.36666,1.36699,1.3661699999999999,1.36626,281,3,0,0.0008200000000000429,0.00039999999999995595,0.00032999999999994145,9.000000000014552e-05
2026-01-26 09:15:00,1.36627,1.3666,1.36609,1.36642,220,3,0,0.0005100000000000104,0.00014999999999987246,0.000180000000000069,0.000180000000000069
2026-01-26 09:20:00,1.3664,1.36714,1.36627,1.36655,319,3,0,0.0008699999999999264,0.00014999999999987246,0.0005900000000000905,0.00012999999999996348
2026-01-26 09:25:00,1.36656,1.36764,1.36656,1.36725,370,3,0,0.0010799999999999699,0.0006900000000000794,0.00038999999999989043,0.0
2026-01-26 09:30:00,1.36722,1.3673,1.36591,1.36602,346,2,0,0.0013900000000000023,0.0012000000000000899,7.999999999985796e-05,0.0001100000000000545
2026-01-26 09:35:00,1.36601,1.36618,1.36529,1.36545,223,2,0,0.0008900000000000574,0.0005599999999998939,0.00017000000000000348,0.00016000000000016001
2026-01-26 09:40:00,1.36545,1.3655599999999999,1.36511,1.3654600000000001,272,2,0,0.0004499999999998394,1.0000000000065512e-05,9.999999999976694e-05,0.00034000000000000696
2026-01-26 09:45:00,1.36547,1.3655599999999999,1.3648,1.3651,288,2,0,0.0007599999999998719,0.00036999999999998145,8.999999999992347e-05,0.00029999999999996696
2026-01-26 09:50:00,1.36509,1.36533,1.36449,1.36479,309,2,0,0.0008399999999999519,0.00029999999999996696,0.00024000000000001798,0.00029999999999996696
2026-01-26 09:55:00,1.3648500000000001,1.36493,1.36446,1.36463,349,2,0,0.00046999999999997044,0.000220000000000109,7.999999999985796e-05,0.00017000000000000348
2026-01-26 10:00:00,1.36462,1.36533,1.36462,1.36506,405,2,0,0.0007099999999999884,0.00043999999999999595,0.00026999999999999247,0.0
2026-01-26 10:05:00,1.36508,1.3652,1.36456,1.3648,336,2,0,0.0006399999999999739,0.000280000000000058,0.00011999999999989797,0.00024000000000001798
2026-01-26 10:10:00,1.36483,1.36563,1.36478,1.3651499999999999,324,2,0,0.0008499999999997954,0.00031999999999987594,0.00048000000000003595,4.999999999988347e-05
2026-01-26 10:15:00,1.36514,1.3651499999999999,1.36438,1.36464,285,2,0,0.0007699999999999374,0.0004999999999999449,9.999999999843467e-06,0.000260000000000149
2026-01-26 10:20:00,1.36465,1.36471,1.36428,1.36466,302,2,0,0.0004300000000001525,1.0000000000065512e-05,5.0000000000105516e-05,0.00036999999999998145
2026-01-26 10:25:00,1.3646099999999999,1.36508,1.36426,1.36503,322,2,0,0.0008200000000000429,0.00042000000000008697,5.0000000000105516e-05,0.00034999999999985043
2026-01-26 10:30:00,1.36504,1.36627,1.36487,1.3660700000000001,353,2,0,0.0014000000000000679,0.0010300000000000864,0.00019999999999997797,0.00017000000000000348
2026-01-26 10:35:00,1.3660700000000001,1.3667099999999999,1.36604,1.3660700000000001,417,2,0,0.0006699999999999484,0.0,0.0006399999999997519,3.0000000000196536e-05
2026-01-26 10:40:00,1.36606,1.36625,1.36567,1.36595,358,2,0,0.0005800000000000249,0.0001100000000000545,0.00018999999999991246,0.000280000000000058
2026-01-26 10:45:00,1.36594,1.3668,1.36571,1.36629,322,2,0,0.0010900000000000354,0.0003500000000000725,0.0005100000000000104,0.00022999999999995246
2026-01-26 10:50:00,1.36624,1.36659,1.36616,1.36645,291,2,0,0.00042999999999993044,0.00021000000000004349,0.000140000000000029,7.999999999985796e-05
2026-01-26 10:55:00,1.36646,1.36662,1.3660999999999999,1.36619,262,2,0,0.000520000000000076,0.00026999999999999247,0.00015999999999993797,9.000000000014552e-05
2026-01-26 11:00:00,1.36629,1.3670200000000001,1.36618,1.3663699999999999,370,2,0,0.0008400000000001739,7.999999999985796e-05,0.0006500000000002615,0.0001100000000000545
2026-01-26 11:05:00,1.3663699999999999,1.36716,1.3663699999999999,1.36663,345,2,0,0.0007900000000000684,0.000260000000000149,0.0005299999999999194,0.0
2026-01-26 11:10:00,1.3667,1.36674,1.36604,1.36623,401,2,0,0.000700000000000145,0.00046999999999997044,4.0000000000040004e-05,0.0001900000000001345
2026-01-26 11:15:00,1.36622,1.36633,1.3658000000000001,1.36628,290,2,0,0.0005299999999999194,5.999999999994898e-05,5.0000000000105516e-05,0.0004199999999998649
2026-01-26 11:20:00,1.36627,1.36685,1.36626,1.3666800000000001,281,2,0,0.0005899999999998684,0.00041000000000002146,0.00016999999999978144,1.0000000000065512e-05
2026-01-26 11:25:00,1.36669,1.36724,1.36665,1.3670499999999999,246,2,0,0.0005900000000000905,0.00035999999999991594,0.0001900000000001345,4.0000000000040004e-05
2026-01-26 11:30:00,1.36706,1.36726,1.36677,1.36714,261,2,0,0.0004899999999998794,8.000000000008001e-05,0.00011999999999989797,0.00028999999999990145
2026-01-26 11:35:00,1.36715,1.36715,1.36664,1.36674,245,2,0,0.0005100000000000104,0.00041000000000002146,0.0,9.999999999998899e-05
2026-01-26 11:40:00,1.36674,1.36762,1.36649,1.36743,293,2,0,0.0011300000000000754,0.0006899999999998574,0.0001900000000001345,0.0002500000000000835
2026-01-26 11:45:00,1.36744,1.36771,1.3672900000000001,1.36754,225,2,0,0.0004199999999998649,9.999999999998899e-05,0.00017000000000000348,0.00014999999999987246
2026-01-26 11:50:00,1.36754,1.36762,1.3669799999999999,1.3669799999999999,285,2,0,0.000640000000000196,0.000560000000000116,8.000000000008001e-05,0.0
2026-01-26 11:55:00,1.3669799999999999,1.36723,1.3666,1.36722,297,2,0,0.0006299999999999084,0.00024000000000024002,9.999999999843467e-06,0.0003799999999998249
2026-01-26 12:00:00,1.36727,1.36744,1.36684,1.36715,267,2,0,0.0005999999999999339,0.00011999999999989797,0.00017000000000000348,0.00031000000000003247
2026-01-26 12:05:00,1.36715,1.36731,1.36679,1.36682,208,2,0,0.000520000000000076,0.0003300000000001635,0.00015999999999993797,2.999999999997449e-05
2026-01-26 12:10:00,1.36681,1.36723,1.36663,1.36673,280,2,0,0.0005999999999999339,8.000000000008001e-05,0.0004199999999998649,9.999999999998899e-05
2026-01-26 12:15:00,1.36674,1.36725,1.3667,1.36725,217,2,0,0.0005500000000000504,0.0005100000000000104,0.0,4.0000000000040004e-05
2026-01-26 12:20:00,1.36725,1.36756,1.36712,1.36721,210,2,0,0.000440000000000218,4.0000000000040004e-05,0.00031000000000003247,9.000000000014552e-05
2026-01-26 12:25:00,1.36721,1.36748,1.36701,1.36712,210,2,0,0.00046999999999997044,9.000000000014552e-05,0.00026999999999999247,0.00010999999999983245
2026-01-26 12:30:00,1.36711,1.36733,1.36692,1.36723,224,2,0,0.00041000000000002146,0.00011999999999989797,9.999999999998899e-05,0.0001900000000001345
2026-01-26 12:35:00,1.36722,1.36733,1.3668,1.367,224,2,0,0.0005299999999999194,0.000220000000000109,0.00010999999999983245,0.00019999999999997797
2026-01-26 12:40:00,1.367,1.36733,1.36699,1.36719,197,2,0,0.00034000000000000696,0.00018999999999991246,0.000140000000000029,1.0000000000065512e-05
2026-01-26 12:45:00,1.36718,1.3673199999999999,1.36682,1.3670200000000001,220,2,0,0.0004999999999999449,0.00015999999999993797,0.00013999999999980695,0.00020000000000020002
2026-01-26 12:50:00,1.36703,1.36731,1.3666800000000001,1.36699,255,2,0,0.0006299999999999084,4.0000000000040004e-05,0.000280000000000058,0.00030999999999981043
2026-01-26 12:55:00,1.36699,1.36728,1.36685,1.36707,274,2,0,0.0004300000000001525,8.000000000008001e-05,0.00021000000000004349,0.000140000000000029
2026-01-26 13:00:00,1.36707,1.36713,1.3667,1.36701,275,2,0,0.00042999999999993044,5.999999999994898e-05,5.999999999994898e-05,0.00031000000000003247
2026-01-26 13:05:00,1.367,1.3673600000000001,1.36689,1.3670200000000001,287,2,0,0.0004700000000001925,2.0000000000131024e-05,0.00034000000000000696,0.0001100000000000545
2026-01-26 13:10:00,1.3670200000000001,1.36713,1.3668,1.36692,216,2,0,0.00032999999999994145,0.00010000000000021103,0.00010999999999983245,0.00011999999999989797
2026-01-26 13:15:00,1.36691,1.36715,1.36681,1.36703,218,2,0,0.00034000000000000696,0.00011999999999989797,0.00012000000000012001,9.999999999998899e-05
2026-01-26 13:20:00,1.36703,1.36728,1.36681,1.36682,180,2,0,0.00046999999999997044,0.00021000000000004349,0.0002500000000000835,9.999999999843467e-06
2026-01-26 13:25:00,1.36682,1.3669799999999999,1.36648,1.36667,249,2,0,0.0004999999999999449,0.00014999999999987246,0.00015999999999993797,0.0001900000000001345
2026-01-26 13:30:00,1.3666800000000001,1.36687,1.36649,1.3667799999999999,204,2,0,0.00038000000000004697,9.999999999976694e-05,9.000000000014552e-05,0.0001900000000001345
2026-01-26 13:35:00,1.36679,1.36728,1.3667799999999999,1.36716,204,2,0,0.000500000000000167,0.00036999999999998145,0.00012000000000012001,1.0000000000065512e-05
2026-01-26 13:40:00,1.36716,1.3673600000000001,1.36689,1.36714,215,2,0,0.0004700000000001925,1.999999999990898e-05,0.00020000000000020002,0.0002500000000000835
2026-01-26 13:45:00,1.36716,1.36737,1.36692,1.36697,158,2,0,0.00045000000000006146,0.00018999999999991246,0.00021000000000004349,5.0000000000105516e-05
2026-01-26 13:50:00,1.3669799999999999,1.36727,1.36691,1.36693,211,2,0,0.00035999999999991594,4.999999999988347e-05,0.0002900000000001235,1.999999999990898e-05
2026-01-26 13:55:00,1.36694,1.36701,1.36653,1.36658,315,2,0,0.00048000000000003595,0.000360000000000138,7.00000000000145e-05,4.999999999988347e-05
2026-01-26 14:00:00,1.36657,1.3673,1.36636,1.3664399999999999,310,2,0,0.0009399999999999409,0.00013000000000018552,0.0007299999999998974,7.999999999985796e-05
2026-01-26 14:05:00,1.36645,1.36663,1.36606,1.36632,346,2,0,0.0005699999999999594,0.00012999999999996348,0.000180000000000069,0.00025999999999992696
2026-01-26 14:10:00,1.36631,1.36634,1.36591,1.36608,249,2,0,0.0004300000000001525,0.00022999999999995246,3.0000000000196536e-05,0.00017000000000000348
