timestamp,pair,atr,entry_price,method,position_size,risk_amount,portfolio_exposure,margin_used_pct,decision_reason
2024-01-02 14:00:00,EURUSD,1560241.908719347,-805.5255915600831,equity_%,-1.5931730319651874e-06,2002.3234240236748,1.2818525055781948e-06,2.5637050111563893e-08,"Method: equity_%, ATR: 1560241.91, Risk: 2002.32"
2024-01-02 15:00:00,EURUSD,890957.3686685963,-768.9277983406282,equity_%,-2.9265672326764954e-06,2004.9382048449827,2.244776316277291e-06,4.4895526325545825e-08,"Method: equity_%, ATR: 890957.37, Risk: 2004.94"
2024-01-02 16:00:00,EURUSD,873578.7728649916,-733.0687883747446,equity_%,-3.129937721264171e-06,2004.3912480695453,2.2894329190724198e-06,4.5788658381448394e-08,"Method: equity_%, ATR: 873578.77, Risk: 2004.39"
2024-01-02 17:00:00,EURUSD,2049383.9925403188,-856.2565663496138,equity_%,-1.1405661664475436e-06,2001.4637986994876,9.759030066009713e-07,1.951806013201943e-08,"Method: equity_%, ATR: 2049383.99, Risk: 2001.46"
2024-01-02 18:00:00,EURUSD,845768.8906201622,-928.9651612457044,equity_%,-2.548538471236456e-06,2002.3607680300786,2.3647121834115875e-06,4.729424366823176e-08,"Method: equity_%, ATR: 845768.89, Risk: 2002.36"
2024-01-02 19:00:00,EURUSD,2131014.0835821996,-1022.4027850721543,equity_%,-9.187749155546591e-07,2001.7851968208945,9.385203107799423e-07,1.8770406215598845e-08,"Method: equity_%, ATR: 2131014.08, Risk: 2001.79"
2024-01-02 20:00:00,EURUSD,968175.0506091509,-983.1999636954615,equity_%,-2.104181984326964e-06,2002.991188020418,2.065742139029147e-06,4.131484278058294e-08,"Method: equity_%, ATR: 968175.05, Risk: 2002.99"
2024-01-02 21:00:00,EURUSD,3961205.280811217,-676.9814444430838,equity_%,-7.474831673514942e-07,2004.497558890699,5.048968327110832e-07,1.0097936654221663e-08,"Method: equity_%, ATR: 3961205.28, Risk: 2004.50"
2024-01-02 22:00:00,EURUSD,1042682.1781887611,-740.8074616060895,equity_%,-2.5936616893496964e-06,2003.4136373653496,1.9181300321773903e-06,3.8362600643547816e-08,"Method: equity_%, ATR: 1042682.18, Risk: 2003.41"
2024-01-02 23:00:00,EURUSD,1332925.9059849903,-736.2575304551838,equity_%,-2.045449208293179e-06,2007.3562673208694,1.5004584958697031e-06,3.000916991739406e-08,"Method: equity_%, ATR: 1332925.91, Risk: 2007.36"
2024-01-03 00:00:00,EURUSD,4874879.584972318,-933.5937118295593,equity_%,-4.4125570193794006e-07,2008.2239442132582,4.1026654405277094e-07,8.205330881055421e-09,"Method: equity_%, ATR: 4874879.58, Risk: 2008.22"
2024-01-03 01:00:00,EURUSD,2453012.640856143,-925.3096318238728,equity_%,-8.850242131892501e-07,2008.8246168648855,8.153239680419934e-07,1.6306479360839868e-08,"Method: equity_%, ATR: 2453012.64, Risk: 2008.82"
2024-01-03 02:00:00,EURUSD,842337.8834746507,-926.0981695630836,equity_%,-2.578317804529263e-06,2011.3136760814882,2.3743441191912015e-06,4.748688238382403e-08,"Method: equity_%, ATR: 842337.88, Risk: 2011.31"
2024-01-03 03:00:00,EURUSD,1885403.4506649156,-978.3837493611402,equity_%,-1.0909130902061628e-06,2012.3507559720663,1.0607809163045025e-06,2.121561832609005e-08,"Method: equity_%, ATR: 1885403.45, Risk: 2012.35"
2024-01-03 04:00:00,EURUSD,4378194.793694566,-715.5141542476188,equity_%,-6.443349157050485e-07,2018.4824392905552,4.568092773945053e-07,9.136185547890106e-09,"Method: equity_%, ATR: 4378194.79, Risk: 2018.48"
2024-01-03 05:00:00,EURUSD,2480877.573879537,-644.0851984832367,equity_%,-1.2628305403090847e-06,2017.8725314994474,8.061663425303359e-07,1.612332685060672e-08,"Method: equity_%, ATR: 2480877.57, Risk: 2017.87"
2024-01-03 06:00:00,EURUSD,1638362.699857704,-544.7323065483068,equity_%,-2.262908799276311e-06,2019.576162401275,1.2207309164043497e-06,2.4414618328087e-08,"Method: equity_%, ATR: 1638362.70, Risk: 2019.58"
2024-01-03 07:00:00,EURUSD,3120764.4153078026,-408.0775323681509,equity_%,-1.5849274217940338e-06,2018.4270097464082,6.408686250681755e-07,1.2817372501363512e-08,"Method: equity_%, ATR: 3120764.42, Risk: 2018.43"
2024-01-03 08:00:00,EURUSD,2027392.6555541959,-286.6321202194242,equity_%,-3.478081112612268e-06,2021.1680808324847,9.864887270459664e-07,1.972977454091933e-08,"Method: equity_%, ATR: 2027392.66, Risk: 2021.17"
2024-01-03 09:00:00,EURUSD,1128771.4798926287,-325.88530191978793,equity_%,-5.498940676307028e-06,2022.7855176208725,1.771837821584794e-06,3.5436756431695884e-08,"Method: equity_%, ATR: 1128771.48, Risk: 2022.79"
2024-01-03 10:00:00,EURUSD,805776.3750053914,-314.1279871141956,equity_%,-7.992779208499613e-06,2023.1075815192257,2.482078231676398e-06,4.9641564633527965e-08,"Method: equity_%, ATR: 805776.38, Risk: 2023.11"
2024-01-03 11:00:00,EURUSD,2797372.3971569478,-263.15753315251186,equity_%,-2.747216940928576e-06,2022.3627053220225,7.149566507600702e-07,1.4299133015201405e-08,"Method: equity_%, ATR: 2797372.40, Risk: 2022.36"
2024-01-03 12:00:00,EURUSD,670053.6854876328,-242.67818373370926,equity_%,-1.2427132584837274e-05,2020.7438607228198,2.9848354591833883e-06,5.969670918366778e-08,"Method: equity_%, ATR: 670053.69, Risk: 2020.74"
2024-01-03 13:00:00,EURUSD,2583645.823184807,-352.02234267274997,equity_%,-2.2238361110442956e-06,2022.5812898405713,7.740999103099363e-07,1.548199820619872e-08,"Method: equity_%, ATR: 2583645.82, Risk: 2022.58"
2024-01-03 14:00:00,EURUSD,947779.5246824451,-325.0612297173523,equity_%,-6.559181307652306e-06,2020.7944103700445,2.1101954071756332e-06,4.2203908143512656e-08,"Method: equity_%, ATR: 947779.52, Risk: 2020.79"
2024-01-03 15:00:00,EURUSD,2366019.0810414967,-256.92085772116627,equity_%,-3.3302831458400753e-06,2024.4113587084448,8.453017205252721e-07,1.6906034410505442e-08,"Method: equity_%, ATR: 2366019.08, Risk: 2024.41"
2024-01-03 16:00:00,EURUSD,1696850.4284889812,-134.69207565402021,equity_%,-8.850865261728962e-06,2022.8856682089079,1.1786542681790572e-06,2.3573085363581143e-08,"Method: equity_%, ATR: 1696850.43, Risk: 2022.89"
2024-01-03 17:00:00,EURUSD,1013803.8503441138,-115.76223117622291,equity_%,-1.7231628503891877e-05,2022.3072932892997,1.9727682029626767e-06,3.945536405925354e-08,"Method: equity_%, ATR: 1013803.85, Risk: 2022.31"
2024-01-03 18:00:00,EURUSD,1651063.270569909,-139.4454681593063,equity_%,-8.780416612980248e-06,2021.5442107451522,1.2113406164681055e-06,2.422681232936211e-08,"Method: equity_%, ATR: 1651063.27, Risk: 2021.54"
2024-01-03 19:00:00,EURUSD,2177068.3649931084,-56.22730155555287,equity_%,-1.652314644478152e-05,2022.6095832140293,9.186666032907657e-07,1.8373332065815315e-08,"Method: equity_%, ATR: 2177068.36, Risk: 2022.61"
2024-01-03 20:00:00,EURUSD,1754664.7476041426,-114.15902780290625,equity_%,-1.0102612431682232e-05,2023.66259757278,1.1398188757885765e-06,2.279637751577153e-08,"Method: equity_%, ATR: 1754664.75, Risk: 2023.66"
2024-01-03 21:00:00,EURUSD,2500509.6058156057,25.475493522431236,equity_%,3.179745103129092e-05,2025.552203568819,7.998369593735867e-07,1.5996739187471735e-08,"Method: equity_%, ATR: 2500509.61, Risk: 2025.55"
2024-01-03 22:00:00,EURUSD,3382065.438942327,-72.67110058855765,equity_%,-8.2335379299207e-06,2023.6259245749843,5.913546133588296e-07,1.1827092267176592e-08,"Method: equity_%, ATR: 3382065.44, Risk: 2023.63"
2024-01-03 23:00:00,EURUSD,1667830.1883612429,-187.2682025386821,equity_%,-6.477406604215041e-06,2023.0985192566263,1.1991628488060505e-06,2.3983256976121013e-08,"Method: equity_%, ATR: 1667830.19, Risk: 2023.10"
2024-01-04 00:00:00,EURUSD,766342.3517666403,-120.65543268252054,equity_%,-2.1886170812361346e-05,2023.6690667077785,2.6097996481460573e-06,5.219599296292115e-08,"Method: equity_%, ATR: 766342.35, Risk: 2023.67"
2024-01-04 01:00:00,EURUSD,1465995.213888878,-202.85778185354525,equity_%,-6.805667887211467e-06,2023.9276183097827,1.364260934177647e-06,2.7285218683552934e-08,"Method: equity_%, ATR: 1465995.21, Risk: 2023.93"
2024-01-04 02:00:00,EURUSD,718447.3184991166,-213.55859373009386,equity_%,-1.3165096573403661e-05,2019.9286532532299,2.7837810073230293e-06,5.5675620146460586e-08,"Method: equity_%, ATR: 718447.32, Risk: 2019.93"
2024-01-04 03:00:00,EURUSD,473519.9117603077,-247.65623148096077,equity_%,-1.7239536180836433e-05,2021.6831124264197,4.2236872205965125e-06,8.447374441193027e-08,"Method: equity_%, ATR: 473519.91, Risk: 2021.68"
2024-01-04 04:00:00,EURUSD,1091911.324055521,-247.69541754024536,equity_%,-7.4696441467620055e-06,2020.2506474504517,1.8316505708281352e-06,3.6633011416562705e-08,"Method: equity_%, ATR: 1091911.32, Risk: 2020.25"
2024-01-04 05:00:00,EURUSD,1338587.7406452221,-172.95375145342882,equity_%,-8.725472310058841e-06,2020.067001697041,1.4941119952555113e-06,2.988223990511023e-08,"Method: equity_%, ATR: 1338587.74, Risk: 2020.07"
2024-01-04 06:00:00,EURUSD,2654733.6179942572,0.23048320398496003,equity_%,0.0033023474920676294,2020.6123465224123,7.533712559496154e-07,1.5067425118992305e-08,"Method: equity_%, ATR: 2654733.62, Risk: 2020.61"
2024-01-04 07:00:00,EURUSD,1008848.9272519648,-49.72092843153681,equity_%,-4.030568675306306e-05,2021.769736680062,1.9824573788742213e-06,3.964914757748443e-08,"Method: equity_%, ATR: 1008848.93, Risk: 2021.77"
2024-01-04 08:00:00,EURUSD,1836297.7999668121,-24.380450369364056,equity_%,-4.512703902004523e-05,2020.3270392708787,1.089147958482631e-06,2.178295916965262e-08,"Method: equity_%, ATR: 1836297.80, Risk: 2020.33"
2024-01-04 09:00:00,EURUSD,4904189.556616831,-158.6709557820634,equity_%,-2.593989477760085e-06,2018.5192525680782,4.0781457912889193e-07,8.15629158257784e-09,"Method: equity_%, ATR: 4904189.56, Risk: 2018.52"
2024-01-04 10:00:00,EURUSD,402400.1721433459,-166.5598450454159,equity_%,-3.014485292775021e-05,2020.4198902216397,4.970176800241392e-06,9.940353600482784e-08,"Method: equity_%, ATR: 402400.17, Risk: 2020.42"
2024-01-04 11:00:00,EURUSD,1208317.2828538455,-256.3475145307486,equity_%,-6.5258095816531185e-06,2021.3638549769717,1.655194399997599e-06,3.3103887999951984e-08,"Method: equity_%, ATR: 1208317.28, Risk: 2021.36"
2024-01-04 12:00:00,EURUSD,283232.52095761005,-267.037807657857,equity_%,-2.673634124830983e-05,2022.1708582157244,7.061336011973463e-06,1.4122672023946925e-07,"Method: equity_%, ATR: 283232.52, Risk: 2022.17"
2024-01-04 13:00:00,EURUSD,1245946.0425231466,-244.84994443132558,equity_%,-6.629515811175017e-06,2022.4651904040218,1.6052059493281348e-06,3.21041189865627e-08,"Method: equity_%, ATR: 1245946.04, Risk: 2022.47"
2024-01-04 14:00:00,EURUSD,1932338.5758975828,-271.89184108864083,equity_%,-3.855988949644575e-06,2025.8868249224056,1.035015304743367e-06,2.0700306094867338e-08,"Method: equity_%, ATR: 1932338.58, Risk: 2025.89"
2024-01-04 15:00:00,EURUSD,1042177.6560142825,-231.05249629062445,equity_%,-8.417517898451686e-06,2026.9193621178422,1.9190586062349724e-06,3.838117212469945e-08,"Method: equity_%, ATR: 1042177.66, Risk: 2026.92"
2024-01-04 16:00:00,EURUSD,1035781.1988496727,-223.8635788335128,equity_%,-8.750357260392621e-06,2028.9775923349698,1.9309097348177184e-06,3.8618194696354367e-08,"Method: equity_%, ATR: 1035781.20, Risk: 2028.98"
2024-01-04 17:00:00,EURUSD,1624703.652849784,-133.60396391923632,equity_%,-9.366817162688363e-06,2033.2254793090021,1.2309937239889465e-06,2.461987447977893e-08,"Method: equity_%, ATR: 1624703.65, Risk: 2033.23"
2024-01-04 18:00:00,EURUSD,1905662.4164486811,-16.480350008478,equity_%,-6.476125721897789e-05,2033.8909834995238,1.0495038275074569e-06,2.0990076550149142e-08,"Method: equity_%, ATR: 1905662.42, Risk: 2033.89"
2024-01-04 19:00:00,EURUSD,2071965.5725180514,-45.86504109842995,equity_%,-2.1434951753543322e-05,2036.9803159708745,9.65267003722175e-07,1.9305340074443498e-08,"Method: equity_%, ATR: 2071965.57, Risk: 2036.98"
2024-01-04 20:00:00,EURUSD,1628352.5168757075,-31.854287564556138,equity_%,-3.926648838460087e-05,2036.7531188273986,1.2282352741637088e-06,2.4564705483274175e-08,"Method: equity_%, ATR: 1628352.52, Risk: 2036.75"
2024-01-04 21:00:00,EURUSD,1501785.778156816,72.90136370457472,equity_%,1.8616794469997777e-05,2038.2081967351912,1.331747862504502e-06,2.663495725009004e-08,"Method: equity_%, ATR: 1501785.78, Risk: 2038.21"
2024-01-04 22:00:00,EURUSD,879405.638393913,70.40543253066492,equity_%,3.288969873321949e-05,2036.3635375635079,2.274263335009615e-06,4.5485266700192294e-08,"Method: equity_%, ATR: 879405.64, Risk: 2036.36"
2024-01-04 23:00:00,EURUSD,3211203.511850378,-126.82696778863867,equity_%,-4.997847103333781e-06,2035.4592175945288,6.228194484153229e-07,1.245638896830646e-08,"Method: equity_%, ATR: 3211203.51, Risk: 2035.46"
2024-01-05 00:00:00,EURUSD,1157029.5632471351,-133.8412955704924,equity_%,-1.3136801045383965e-05,2034.3431470768126,1.7285643025292441e-06,3.4571286050584885e-08,"Method: equity_%, ATR: 1157029.56, Risk: 2034.34"
2024-01-05 01:00:00,EURUSD,2036690.341613899,-65.13757812151366,equity_%,-1.5360369963946538e-05,2037.7846522833222,9.819853117264625e-07,1.963970623452925e-08,"Method: equity_%, ATR: 2036690.34, Risk: 2037.78"
2024-01-05 02:00:00,EURUSD,4871196.195378931,-164.18867614398138,equity_%,-2.553481328339163e-06,2042.2622490052238,4.105767700133498e-07,8.211535400266996e-09,"Method: equity_%, ATR: 4871196.20, Risk: 2042.26"
2024-01-05 03:00:00,EURUSD,519885.87606439524,-163.3675919862431,equity_%,-2.4049130269432526e-05,2042.55284511656,3.8469981434007486e-06,7.693996286801497e-08,"Method: equity_%, ATR: 519885.88, Risk: 2042.55"
2024-01-05 04:00:00,EURUSD,577538.7675155867,-174.35383596150947,equity_%,-2.027890631539411e-05,2042.006768751758,3.462970994316886e-06,6.925941988633772e-08,"Method: equity_%, ATR: 577538.77, Risk: 2042.01"
2024-01-05 05:00:00,EURUSD,2029110.9706946923,-115.75321915772507,equity_%,-8.687042428740365e-06,2040.378879758338,9.85653337291491e-07,1.971306674582982e-08,"Method: equity_%, ATR: 2029110.97, Risk: 2040.38"
2024-01-05 06:00:00,EURUSD,1758306.2522638282,13.844197922377631,equity_%,8.38145979751018e-05,2040.24342113444,1.1374582769213213e-06,2.274916553842643e-08,"Method: equity_%, ATR: 1758306.25, Risk: 2040.24"
2024-01-05 07:00:00,EURUSD,835736.6216002966,36.74421028586052,equity_%,6.640644508722406e-05,2039.2411347797718,2.3930984335355948e-06,4.786196867071189e-08,"Method: equity_%, ATR: 835736.62, Risk: 2039.24"
2024-01-05 08:00:00,EURUSD,1783623.488777955,-25.76384933688375,equity_%,-4.435601843416661e-05,2038.2924184384235,1.1213128850250199e-06,2.2426257700500397e-08,"Method: equity_%, ATR: 1783623.49, Risk: 2038.29"
2024-01-05 09:00:00,EURUSD,2323755.9824238447,-114.28768962603534,equity_%,-7.679596847031957e-06,2039.5220070558555,8.606755679715804e-07,1.7213511359431606e-08,"Method: equity_%, ATR: 2323755.98, Risk: 2039.52"
2024-01-05 10:00:00,EURUSD,1377163.2821329306,-110.09822501422587,equity_%,-1.3446657014049407e-05,2038.8256084043094,1.4522606185828808e-06,2.9045212371657617e-08,"Method: equity_%, ATR: 1377163.28, Risk: 2038.83"
2024-01-05 11:00:00,EURUSD,3727614.391814931,-29.07745747718954,equity_%,-1.8830218659937173e-05,2040.9989075449867,5.365361836759686e-07,1.0730723673519373e-08,"Method: equity_%, ATR: 3727614.39, Risk: 2041.00"
2024-01-05 12:00:00,EURUSD,275874.2033528848,-28.862182947892517,equity_%,-0.0002564707047561615,2042.1048297248158,7.249681107159184e-06,1.4499362214318368e-07,"Method: equity_%, ATR: 275874.20, Risk: 2042.10"
2024-01-05 13:00:00,EURUSD,656197.112171665,-49.941652338617175,equity_%,-6.226111659701407e-05,2040.394418910135,3.0478646780097206e-06,6.09572935601944e-08,"Method: equity_%, ATR: 656197.11, Risk: 2040.39"
2024-01-05 14:00:00,EURUSD,1845293.8848473856,-40.89755479073695,equity_%,-2.7000906988688715e-05,2037.7046581644588,1.0838381985780057e-06,2.1676763971560115e-08,"Method: equity_%, ATR: 1845293.88, Risk: 2037.70"
2024-01-05 15:00:00,EURUSD,806201.5191399993,-46.9166035466679,equity_%,-5.392520408187659e-05,2039.67970228185,2.4807693269214668e-06,4.961538653842934e-08,"Method: equity_%, ATR: 806201.52, Risk: 2039.68"
2024-01-05 16:00:00,EURUSD,1415109.5908595507,-40.97001911232983,equity_%,-3.525683567096125e-05,2044.0879233235837,1.4133181012399058e-06,2.8266362024798116e-08,"Method: equity_%, ATR: 1415109.59, Risk: 2044.09"
2024-01-05 17:00:00,EURUSD,4201782.894419066,43.33813343270241,equity_%,1.1234194375262887e-05,2045.7178983944248,4.759884197387876e-07,9.519768394775751e-09,"Method: equity_%, ATR: 4201782.89, Risk: 2045.72"
2024-01-05 18:00:00,EURUSD,3551541.6231720555,164.76171099977287,equity_%,3.4963919625535288e-06,2045.9419885776088,5.631357343388538e-07,1.1262714686777074e-08,"Method: equity_%, ATR: 3551541.62, Risk: 2045.94"
2024-01-05 19:00:00,EURUSD,3491808.2930775937,-31.47622102798431,equity_%,-1.8603013325089697e-05,2044.6372822720232,5.727691305289984e-07,1.145538261057997e-08,"Method: equity_%, ATR: 3491808.29, Risk: 2044.64"
2024-01-05 20:00:00,EURUSD,2952962.3753377995,-91.34334762408302,equity_%,-7.5824931401006884e-06,2045.2521766140862,6.77285974485609e-07,1.3545719489712177e-08,"Method: equity_%, ATR: 2952962.38, Risk: 2045.25"
2024-01-05 21:00:00,EURUSD,991212.2492076088,-175.9536731468266,equity_%,-1.1744093205745605e-05,2048.2571855238502,2.017731320006217e-06,4.035462640012434e-08,"Method: equity_%, ATR: 991212.25, Risk: 2048.26"
2024-01-05 22:00:00,EURUSD,3285758.207775497,66.03626222434235,equity_%,9.43482635940496e-06,2047.160987051546,6.086875154925131e-07,1.2173750309850264e-08,"Method: equity_%, ATR: 3285758.21, Risk: 2047.16"
2024-01-05 23:00:00,EURUSD,2139093.901531102,6.49215047090582,equity_%,0.00014742271888780622,2047.3063958253792,9.349753176185753e-07,1.869950635237151e-08,"Method: equity_%, ATR: 2139093.90, Risk: 2047.31"
